,0,1,2,3,4,5,6,7,8,9,10,11,Y1,Y2
0,-0.18158800153633656,0.6545660898758697,-0.15085365523702782,0.6532048624162861,0.35013976785839285,-0.07361851777913035,-0.29076849676849464,-0.11717775138183781,0.12600187490592935,0.3862131114609744,0.24805985059866423,1.0,0,1
1,0.7155863112834852,-0.6197765094144972,0.6907131786914832,-0.6205700261735466,-0.8903309274456017,-0.07367092278265944,-0.3084989735497188,-0.11259368128245954,0.18780107345131597,0.09512934539841089,-0.17329782825956894,0.0,1,0
2,-0.3911469651146891,0.4034795598120956,-0.28410409724364855,0.39926485119884875,0.15671720795905011,-0.07368742226808676,-0.3083889908105999,-0.1241834202142558,0.07477817017568644,1.218164993770144,1.4660625353283778,1.0,1,0
3,0.38815043069230937,0.38269809910737856,0.6365575806545466,0.2876230227125604,0.13980546803572666,-0.07368693500815135,-0.3087038017763677,-0.12405119403605146,-1.1954912358896368,0.1169560133490688,1.442985501080885,1.0,1,1
4,-0.45663414123292423,-1.2668630229605833,-0.49468297421878044,-1.1767534147527037,-0.7513692682972767,-0.06301908028258019,-0.012022118715255256,-0.03008194289307102,-0.5972016864242031,-0.7420524394783174,-0.5705598656150743,1.0,0,1
5,-0.36495209466739503,-1.9475402803040962,-0.44786601044697405,-1.9495238703423177,-1.6577651238151547,-0.07264692528402153,-0.24474384502941904,-0.07953021472576834,0.16467417088415007,-0.6328431662226368,-0.9992582789746673,1.0,0,1
6,-0.14229569586539548,-0.09541750251303742,-0.27014281222360387,-0.07080170772954231,-0.09584084107614348,-0.07368816828675862,-0.31467240027042676,-0.12446744489405265,2.08241316854125,0.23609841828336772,-1.1225796197973115,1.0,1,1
7,-0.3845982475028656,1.0013634713189241,-0.3640983443874964,1.3524093051634258,0.2865479370415453,-0.06683020673186617,-0.05190622784176422,-0.07563615721225284,3.1559181577587676,2.1913413544556377,0.22448960298310477,0.0,1,0
8,-0.3256597889964539,-1.0992939663510564,-0.20466279847693128,-0.9588691780861788,-0.8021582731657155,-0.07160252685818619,-0.20045216757561554,-0.07082626998430391,-1.1872307351712046,0.15161802714649433,1.4905120103177867,1.0,1,1
9,-0.2863674833255128,-0.9674065168020867,-0.3132799505505052,-0.81752270951038,-0.5066867196890519,-0.06717588500233744,0.1509899305068385,-0.06423584771873511,-1.4923133174790866,-1.227027152137023,-0.33565964492359923,1.0,1,0
10,-0.33220850660827744,0.24645000458443767,-0.15503688307720742,0.17732949251496946,0.018786378481361145,-0.07368887228146437,-0.31736483143320754,-0.1251539007910238,-1.1253205825361616,0.6652381376812203,2.3180387908771665,1.0,1,1
11,-0.15539313108904249,0.373925705438478,-0.26718215069691054,0.4139360065758717,0.2194989933809164,-0.0736701349352426,-0.30715340793822615,-0.12065443507812237,0.7742928342015759,-0.3054270979356343,-1.0113126795337122,1.0,0,1
12,-0.06371108452351328,-0.40843581773034215,0.22696427453989637,-0.3819147366370071,-0.27146187519810383,-0.07368887486815077,-0.3174756101835488,-0.12517524323793497,-1.0050526210328004,1.0072994773447885,2.737585363249945,1.0,0,1
